GEO.id,GEO.id2,GEO.display-label,GOVTYPE.id,GOVTYPE.display-label,FINITEM.id,FINITEM.display-label,YEAR.id,AMOUNT,AMOUNT_CV
0400000US09,9,Connecticut,1,State and Local ,111,"General revenue, intergovernmental, total",2015,7452018,0.28
0400000US09,9,Connecticut,1,State and Local ,1112,"General revenue, intergovernmental from federal government",2015,7452018,0.28
0400000US09,9,Connecticut,1,State and Local ,1113,"General revenue, intergovernmental from state governments",2015,N,N
0400000US09,9,Connecticut,1,State and Local ,1114,"General revenue, intergovernmental from local governments",2015,N,N
0400000US09,9,Connecticut,1,State and Local ,112,General revenue from own sources,2015,31789031,0.2
0400000US09,9,Connecticut,1,State and Local ,1121,"General revenue from taxes, total",2015,26607123,0.23
0400000US09,9,Connecticut,1,State and Local ,11211,General revenue from property taxes,2015,10221482,0.6
0400000US09,9,Connecticut,1,State and Local ,11212,"General revenue from sales taxes and gross receipts, total",2015,6554885,0
0400000US09,9,Connecticut,1,State and Local ,112121,"General revenue from sales taxes and gross receipts, general sales",2015,4082787,0
0400000US09,9,Connecticut,1,State and Local ,112122,"General revenue from sales taxes and gross receipts, selective sales",2015,2472098,0
0400000US09,9,Connecticut,1,State and Local ,1121221,"General revenue from sales taxes and gross receipts, selective sales, motor fuel",2015,481825,0
0400000US09,9,Connecticut,1,State and Local ,1121222,"General revenue from sales taxes and gross receipts, selective sales, alcoholic beverage",2015,61612,0
0400000US09,9,Connecticut,1,State and Local ,1121223,"General revenue from sales taxes and gross receipts, selective sales, tobacco products",2015,357944,0
0400000US09,9,Connecticut,1,State and Local ,1121224,"General revenue from sales taxes and gross receipts, selective sales, public utilities",2015,283074,0
0400000US09,9,Connecticut,1,State and Local ,1121229,"General revenue from sales taxes and gross receipts, selective sales, other selective sales",2015,1287643,0
0400000US09,9,Connecticut,1,State and Local ,1121231,General revenue from individual income taxes,2015,8182071,0
0400000US09,9,Connecticut,1,State and Local ,112124,General revenue from corporate income taxes,2015,689685,0
0400000US09,9,Connecticut,1,State and Local ,1121241,General revenue from motor vehicle licenses,2015,219903,0
0400000US09,9,Connecticut,1,State and Local ,112129,"Taxes, NEC",2015,739097,0.18
0400000US09,9,Connecticut,1,State and Local ,1122,General revenue from charges and miscellaneous general revenue,2015,5181908,0.26
0400000US09,9,Connecticut,1,State and Local ,11221,"General revenue from current charges, total",2015,3201940,0.4
0400000US09,9,Connecticut,1,State and Local ,112211,"General revenue from current charges, education",2015,1415286,0.13
0400000US09,9,Connecticut,1,State and Local ,1122111,"General revenue from current charges, education, institutions of higher education",2015,1282001,0
0400000US09,9,Connecticut,1,State and Local ,1122112,"General revenue from current charges, education, school lunch sales (gross)",2015,121652,1.51
0400000US09,9,Connecticut,1,State and Local ,112212,"General revenue from current charges, hospitals",2015,387217,0
0400000US09,9,Connecticut,1,State and Local ,112213,"General revenue from current charges, highways",2015,1465,0.87
0400000US09,9,Connecticut,1,State and Local ,112214,"General revenue from current charges, air transportation (airports)",2015,39442,2.14
0400000US09,9,Connecticut,1,State and Local ,112215,"General revenue from current charges, parking facilities",2015,75517,0.11
0400000US09,9,Connecticut,1,State and Local ,112216,"General revenue from current charges, sea and inland port facilities",2015,1312,0
0400000US09,9,Connecticut,1,State and Local ,112217,"General revenue from current charges, natural resources",2015,7521,0.53
0400000US09,9,Connecticut,1,State and Local ,112218,"General revenue from current charges, parks and recreation",2015,100767,0.69
0400000US09,9,Connecticut,1,State and Local ,112219,"General revenue from current charges, housing and community development",2015,134566,8.4
0400000US09,9,Connecticut,1,State and Local ,011221A,"General revenue from current charges, sewerage",2015,448700,0.68
0400000US09,9,Connecticut,1,State and Local ,011221B,"General revenue from current charges, solid waste management",2015,187677,1.56
0400000US09,9,Connecticut,1,State and Local ,011221Z,"General revenue from current charges, other charges",2015,402470,0.95
0400000US09,9,Connecticut,1,State and Local ,11222,"General revenue from miscellaneous general revenue, total",2015,1979968,0.21
0400000US09,9,Connecticut,1,State and Local ,112221,"General revenue from miscellaneous general revenue, interest earnings",2015,679809,0.19
0400000US09,9,Connecticut,1,State and Local ,112222,"General revenue from miscellaneous general revenue, special assessments",2015,34109,5
0400000US09,9,Connecticut,1,State and Local ,112223,"General revenue from miscellaneous general revenue, sale of property",2015,17874,2.67
0400000US09,9,Connecticut,1,State and Local ,112229,"General revenue from miscellaneous general revenue, other general revenue",2015,1248176,0.29
0400000US09,9,Connecticut,1,State and Local ,12,"Utility revenue, total",2015,783531,1.62
0400000US09,9,Connecticut,1,State and Local ,121,"Utility revenue, water supply",2015,330642,2.29
0400000US09,9,Connecticut,1,State and Local ,122,"Utility revenue, electric power",2015,382545,2.64
0400000US09,9,Connecticut,1,State and Local ,123,"Utility revenue, gas supply",2015,19111,0
0400000US09,9,Connecticut,1,State and Local ,124,"Utility revenue, transit",2015,51233,2.48
0400000US09,9,Connecticut,1,State and Local ,13,Liquor store revenue,2015,N,N
0400000US09,9,Connecticut,1,State and Local ,14,"Insurance trust revenue, total",2015,3039921,1.66
0400000US09,9,Connecticut,1,State and Local ,141,"Insurance trust revenue, unemployment compensation",2015,918825,0
0400000US09,9,Connecticut,1,State and Local ,142,"Insurance trust revenue, employee retirement",2015,2081004,2.43
0400000US09,9,Connecticut,1,State and Local ,143,"Insurance trust revenue, workers'compensation",2015,40092,0
0400000US09,9,Connecticut,1,State and Local ,149,"Insurance trust revenue, other insurance trust revenue",2015,N,N
0400000US09,9,Connecticut,1,State and Local ,2,Total expenditure,2015,44096922,0.64
0400000US09,9,Connecticut,1,State and Local ,21,Total expenditure by character and object:,2015,X,X
0400000US09,9,Connecticut,1,State and Local ,211,Intergovernmental expenditure,2015,N,N
0400000US09,9,Connecticut,1,State and Local ,212,"Direct expenditure, total",2015,44096922,0.64
0400000US09,9,Connecticut,1,State and Local ,2121,Direct expenditure from current operations,2015,32639754,0.73
0400000US09,9,Connecticut,1,State and Local ,2122,"Direct expenditure from capital outlay, total",2015,4030451,2.09
0400000US09,9,Connecticut,1,State and Local ,21221,"Direct expenditure from capital outlay, construction",2015,3424937,2.43
0400000US09,9,Connecticut,1,State and Local ,21222,Direct expenditure from capital outlay excluding construction,2015,605514,1.86
0400000US09,9,Connecticut,1,State and Local ,2123,Direct expenditure from assistance and subsidies,2015,558033,0.01
0400000US09,9,Connecticut,1,State and Local ,2124,Direct expenditure from interest on debt,2015,1844170,0.17
0400000US09,9,Connecticut,1,State and Local ,2125,Direct expenditure from insurance benefits and repayments,2015,5024514,2.36
0400000US09,9,Connecticut,1,State and Local ,2126,Direct expenditure exhibit: Salaries and wages,2015,12433792,0.28
0400000US09,9,Connecticut,1,State and Local ,22,Direct expenditure by function:,2015,44096922,0.64
0400000US09,9,Connecticut,1,State and Local ,221,"Direct general expenditure, total",2015,37484540,0.68
0400000US09,9,Connecticut,1,State and Local ,2211,"Direct general expenditure, capital outlay",2015,3556022,2.36
0400000US09,9,Connecticut,1,State and Local ,2212,Direct general expenditure excluding capital outlay,2015,33928518,0.71
0400000US09,9,Connecticut,1,State and Local ,2213,Direct general expenditure from education services:,2015,X,X
0400000US09,9,Connecticut,1,State and Local ,22131,"Direct general expenditure from education, total",2015,13080970,0.98
0400000US09,9,Connecticut,1,State and Local ,221311,"Direct general expenditure from education, capital outlay",2015,1083561,7.51
0400000US09,9,Connecticut,1,State and Local ,22132,"Direct general expenditure from education, higher education, total",2015,3122267,0
0400000US09,9,Connecticut,1,State and Local ,221321,"Direct general expenditure from education, higher education, capital outlay",2015,463854,0
0400000US09,9,Connecticut,1,State and Local ,22133,"Direct general expenditure from education, elementary & secondary, total",2015,9210348,1.4
0400000US09,9,Connecticut,1,State and Local ,221331,"Direct general expenditure from education, elementary & secondary, capital outlay",2015,543035,14.98
0400000US09,9,Connecticut,1,State and Local ,22134,"Direct general expenditure from education, other education",2015,748355,0
0400000US09,9,Connecticut,1,State and Local ,22135,"Direct general expenditure from education, libraries",2015,174895,0.96
0400000US09,9,Connecticut,1,State and Local ,2214,Direct general expenditure from social services and income maintenance:,2015,X,X
0400000US09,9,Connecticut,1,State and Local ,22141,"Direct general expenditure from social services and income maintenance, public welfare, total",2015,7432756,0.01
0400000US09,9,Connecticut,1,State and Local ,221411,"Direct general expenditure from social services and income maintenance, public welfare, cash assistance payments",2015,201038,0.04
0400000US09,9,Connecticut,1,State and Local ,221412,"Direct general expenditure from social services and income maintenance, public welfare, vendor payments",2015,6066968,0
0400000US09,9,Connecticut,1,State and Local ,221419,"Direct general expenditure from social services and income maintenance, public welfare, other public welfare",2015,1164750,0.06
0400000US09,9,Connecticut,1,State and Local ,22142,"Direct general expenditure from social services and income maintenance, hospitals, total",2015,1383874,0
0400000US09,9,Connecticut,1,State and Local ,221421,"Direct general expenditure from social services and income maintenance, hospitals, capital outlay",2015,8589,0
0400000US09,9,Connecticut,1,State and Local ,22143,"Direct general expenditure from social services and income maintenance, health",2015,901658,0.12
0400000US09,9,Connecticut,1,State and Local ,22144,"Direct general expenditure from social services and income maintenance, employment security administration",2015,98823,0
0400000US09,9,Connecticut,1,State and Local ,22145,"Direct general expenditure from social services and income maintenance, veterans' services",2015,262,0
0400000US09,9,Connecticut,1,State and Local ,2215,"Direct general expenditure from transportation, total",2015,X,X
0400000US09,9,Connecticut,1,State and Local ,22151,"Direct general expenditure from transportation, highways, total",2015,1896460,0.41
0400000US09,9,Connecticut,1,State and Local ,221511,"Direct general expenditure from transportation, highways, capital outlay",2015,878691,0.48
0400000US09,9,Connecticut,1,State and Local ,22152,"Direct general expenditure from transportation, air transportation (airports)",2015,73697,2.79
0400000US09,9,Connecticut,1,State and Local ,22153,"Direct general expenditure from transportation, parking facilities",2015,48511,0
0400000US09,9,Connecticut,1,State and Local ,22154,"Direct general expenditure from transportation, sea and inland port facilities",2015,2477,0.78
0400000US09,9,Connecticut,1,State and Local ,2216,"Direct general expenditure from public safety, total",2015,X,X
0400000US09,9,Connecticut,1,State and Local ,22161,"Direct general expenditure from public safety, police protection",2015,1189062,0.31
0400000US09,9,Connecticut,1,State and Local ,22162,"Direct general expenditure from public safety, fire protection",2015,594736,1.19
0400000US09,9,Connecticut,1,State and Local ,22163,"Direct general expenditure from public safety, correction, total",2015,699051,0
0400000US09,9,Connecticut,1,State and Local ,221631,"Direct general expenditure from public safety, correction, capital outlay",2015,4091,0
0400000US09,9,Connecticut,1,State and Local ,22164,"Direct general expenditure from public safety, protective inspection and regulation",2015,116547,0.31
0400000US09,9,Connecticut,1,State and Local ,2217,"Direct general expenditure from enviroment and housing, total",2015,X,X
0400000US09,9,Connecticut,1,State and Local ,22171,"Direct general expenditure from enviroment and housing, natural resources, total",2015,212592,0.19
0400000US09,9,Connecticut,1,State and Local ,221711,"Direct general expenditure from enviroment and housing, natural resources, capital outlay",2015,60064,0.19
0400000US09,9,Connecticut,1,State and Local ,22172,"Direct general expenditure from enviroment and housing, parks and recreation, total",2015,362947,0.62
0400000US09,9,Connecticut,1,State and Local ,221721,"Direct general expenditure from enviroment and housing, parks and recreation, capital outlay",2015,105521,1.34
0400000US09,9,Connecticut,1,State and Local ,22173,"Direct general expenditure from enviroment and housing, housing and community development",2015,1098541,19.71
0400000US09,9,Connecticut,1,State and Local ,22174,"Direct general expenditure from enviroment and housing, sewerage, total",2015,615380,0.86
0400000US09,9,Connecticut,1,State and Local ,221741,"Direct general expenditure from enviroment and housing, sewerage, capital outlay",2015,279755,0.38
0400000US09,9,Connecticut,1,State and Local ,22175,"Direct general expenditure from enviroment and housing, solid waste management, total",2015,300527,0.68
0400000US09,9,Connecticut,1,State and Local ,221751,"Direct general expenditure from enviroment and housing, solid waste management, capital outlay",2015,16441,1.36
0400000US09,9,Connecticut,1,State and Local ,2218,"Direct general expenditure from government administration, total",2015,X,X
0400000US09,9,Connecticut,1,State and Local ,22181,"Direct general expenditure from government administration, financial administration",2015,657354,0.39
0400000US09,9,Connecticut,1,State and Local ,22182,"Direct general expenditure from government administration, judicial and legal",2015,790875,0.06
0400000US09,9,Connecticut,1,State and Local ,22183,"Direct general expenditure from government administration, general public buildings",2015,139643,1.14
0400000US09,9,Connecticut,1,State and Local ,22189,"Direct general expenditure from government administration, other governmental administration",2015,427675,1.66
0400000US09,9,Connecticut,1,State and Local ,2219,Interest on general debt,2015,1799338,0.17
0400000US09,9,Connecticut,1,State and Local ,0221A,Direct general expenditure from interest on general debt,2015,X,X
0400000US09,9,Connecticut,1,State and Local ,0221A1,Miscellaneous commercial activities,2015,4014,1.61
0400000US09,9,Connecticut,1,State and Local ,0221A9,Other and unallocable,2015,3381875,0.72
0400000US09,9,Connecticut,1,State and Local ,222,"Utility expenditure, total",2015,1587868,1.09
0400000US09,9,Connecticut,1,State and Local ,2221,"Utility expenditure, capital outlay",2015,474429,0.92
0400000US09,9,Connecticut,1,State and Local ,2222,"Utility expenditure, water supply",2015,364014,2.39
0400000US09,9,Connecticut,1,State and Local ,2223,"Utility expenditure, electric supply",2015,366372,2.6
0400000US09,9,Connecticut,1,State and Local ,2224,"Utility expenditure, gas supply",2015,23111,0
0400000US09,9,Connecticut,1,State and Local ,2225,"Utility expenditure, transit",2015,834371,1.39
0400000US09,9,Connecticut,1,State and Local ,223,Liquor store expenditure,2015,N,N
0400000US09,9,Connecticut,1,State and Local ,224,"Insurance trust expenditure, total",2015,5024514,2.36
0400000US09,9,Connecticut,1,State and Local ,2241,"Insurance trust expenditure, unemployment compensation",2015,746856,0
0400000US09,9,Connecticut,1,State and Local ,2242,"Insurance trust expenditure, employee retirement",2015,4249247,2.79
0400000US09,9,Connecticut,1,State and Local ,2243,"Insurance trust expenditure, workers' compensation",2015,28411,0
0400000US09,9,Connecticut,1,State and Local ,2249,"Insurance trust expenditure, other insurance trust",2015,N,N
0400000US09,9,Connecticut,1,State and Local ,3,"Debt outstanding, total",2015,46937948,0.86
0400000US09,9,Connecticut,1,State and Local ,31,"Debt outstanding, short-term",2015,655037,0.83
0400000US09,9,Connecticut,1,State and Local ,32,"Debt outstanding, long-term, total",2015,46282911,0.88
0400000US09,9,Connecticut,1,State and Local ,321,"Debt outstanding, long-term, public debt for private purposes",2015,12665983,0
0400000US09,9,Connecticut,1,State and Local ,33,Long-term debt issued,2015,6615574,0.15
0400000US09,9,Connecticut,1,State and Local ,34,Long-term debt retired,2015,4326203,0.47
0400000US09,9,Connecticut,1,State and Local ,4,Cash and security holdings,2015,60879594,1.6
0400000US09,9,Connecticut,1,State and Local ,41,"Cash and security holdings, insurance trust funds, total",2015,37794773,2.56
0400000US09,9,Connecticut,1,State and Local ,411,"Cash and security holdings, insurance trust funds, unemployment compensation",2015,169198,0
0400000US09,9,Connecticut,1,State and Local ,412,"Cash and security holdings, insurance trust funds, employee retirement",2015,37590960,2.57
0400000US09,9,Connecticut,1,State and Local ,413,"Cash and security holdings, insurance trust funds, workers'compensation",2015,34615,0
0400000US09,9,Connecticut,1,State and Local ,419,"Cash and security holdings, insurance trust funds, miscellaneous",2015,N,N
0400000US09,9,Connecticut,1,State and Local ,42,"Cash and security holdings excluding insurance trust funds, total",2015,23084821,0.44
0400000US09,9,Connecticut,1,State and Local ,421,"Cash and security holdings excluding insurance trust funds, offsets to debt",2015,14971114,0.07
0400000US09,9,Connecticut,1,State and Local ,422,"Cash and security holdings excluding insurance trust funds, bond funds",2015,1070663,0.28
0400000US09,9,Connecticut,1,State and Local ,429,"Cash and security holdings excluding insurance trust funds, other",2015,7043044,1.44
0400000US09,9,Connecticut,2,State,1,Total Revenue,2015,29360781,0
0400000US09,9,Connecticut,2,State,11,"General revenue, total",2015,26635794,0
0400000US09,9,Connecticut,2,State,111,"General revenue, intergovernmental, total",2015,6898669,0
0400000US09,9,Connecticut,2,State,1112,"General revenue, intergovernmental from federal government",2015,6883690,0
0400000US09,9,Connecticut,2,State,1113,"General revenue, intergovernmental from state governments",2015,X,X
0400000US09,9,Connecticut,2,State,1114,"General revenue, intergovernmental from local governments",2015,14979,0
0400000US09,9,Connecticut,2,State,112,General revenue from own sources,2015,19737125,0
0400000US09,9,Connecticut,2,State,1121,"General revenue from taxes, total",2015,16224696,0
0400000US09,9,Connecticut,2,State,11211,General revenue from property taxes,2015,N,N
0400000US09,9,Connecticut,2,State,11212,"General revenue from sales taxes and gross receipts, total",2015,6554885,0
0400000US09,9,Connecticut,2,State,112121,"General revenue from sales taxes and gross receipts, general sales",2015,4082787,0
0400000US09,9,Connecticut,2,State,112122,"General revenue from sales taxes and gross receipts, selective sales",2015,2472098,0
0400000US09,9,Connecticut,2,State,1121221,"General revenue from sales taxes and gross receipts, selective sales, motor fuel",2015,481825,0
0400000US09,9,Connecticut,2,State,1121222,"General revenue from sales taxes and gross receipts, selective sales, alcoholic beverage",2015,61612,0
0400000US09,9,Connecticut,2,State,1121223,"General revenue from sales taxes and gross receipts, selective sales, tobacco products",2015,357944,0
0400000US09,9,Connecticut,2,State,1121224,"General revenue from sales taxes and gross receipts, selective sales, public utilities",2015,283074,0
0400000US09,9,Connecticut,2,State,1121229,"General revenue from sales taxes and gross receipts, selective sales, other selective sales",2015,1287643,0
0400000US09,9,Connecticut,2,State,1121231,General revenue from individual income taxes,2015,8182071,0
0400000US09,9,Connecticut,2,State,112124,General revenue from corporate income taxes,2015,689685,0
0400000US09,9,Connecticut,2,State,1121241,General revenue from motor vehicle licenses,2015,219903,0
0400000US09,9,Connecticut,2,State,112129,"Taxes, NEC",2015,578152,0
0400000US09,9,Connecticut,2,State,1122,General revenue from charges and miscellaneous general revenue,2015,3512429,0
0400000US09,9,Connecticut,2,State,11221,"General revenue from current charges, total",2015,1979341,0
0400000US09,9,Connecticut,2,State,112211,"General revenue from current charges, education",2015,1283986,0
0400000US09,9,Connecticut,2,State,1122111,"General revenue from current charges, education, institutions of higher education",2015,1282001,0
0400000US09,9,Connecticut,2,State,1122112,"General revenue from current charges, education, school lunch sales (gross)",2015,N,N
0400000US09,9,Connecticut,2,State,112212,"General revenue from current charges, hospitals",2015,387217,0
0400000US09,9,Connecticut,2,State,112213,"General revenue from current charges, highways",2015,697,0
0400000US09,9,Connecticut,2,State,112214,"General revenue from current charges, air transportation (airports)",2015,37080,0
0400000US09,9,Connecticut,2,State,112215,"General revenue from current charges, parking facilities",2015,6918,0
0400000US09,9,Connecticut,2,State,112216,"General revenue from current charges, sea and inland port facilities",2015,547,0
0400000US09,9,Connecticut,2,State,112217,"General revenue from current charges, natural resources",2015,5703,0
0400000US09,9,Connecticut,2,State,112218,"General revenue from current charges, parks and recreation",2015,17864,0
0400000US09,9,Connecticut,2,State,112219,"General revenue from current charges, housing and community development",2015,5466,0
0400000US09,9,Connecticut,2,State,011221A,"General revenue from current charges, sewerage",2015,N,N
0400000US09,9,Connecticut,2,State,011221B,"General revenue from current charges, solid waste management",2015,98265,0
0400000US09,9,Connecticut,2,State,011221Z,"General revenue from current charges, other charges",2015,135598,0
0400000US09,9,Connecticut,2,State,11222,"General revenue from miscellaneous general revenue, total",2015,1533088,0
0400000US09,9,Connecticut,2,State,112221,"General revenue from miscellaneous general revenue, interest earnings",2015,592107,0
0400000US09,9,Connecticut,2,State,112222,"General revenue from miscellaneous general revenue, special assessments",2015,N,N
0400000US09,9,Connecticut,2,State,112223,"General revenue from miscellaneous general revenue, sale of property",2015,2515,0
0400000US09,9,Connecticut,2,State,112229,"General revenue from miscellaneous general revenue, other general revenue",2015,938466,0
0400000US09,9,Connecticut,2,State,12,"Utility revenue, total",2015,35331,0
0400000US09,9,Connecticut,2,State,121,"Utility revenue, water supply",2015,N,N
0400000US09,9,Connecticut,2,State,122,"Utility revenue, electric power",2015,N,N
0400000US09,9,Connecticut,2,State,123,"Utility revenue, gas supply",2015,N,N
0400000US09,9,Connecticut,2,State,124,"Utility revenue, transit",2015,35331,0
0400000US09,9,Connecticut,2,State,13,Liquor store revenue,2015,N,N
0400000US09,9,Connecticut,2,State,14,"Insurance trust revenue, total",2015,2689656,0
0400000US09,9,Connecticut,2,State,141,"Insurance trust revenue, unemployment compensation",2015,918825,0
0400000US09,9,Connecticut,2,State,142,"Insurance trust revenue, employee retirement",2015,1730739,0
0400000US09,9,Connecticut,2,State,143,"Insurance trust revenue, workers'compensation",2015,40092,0
0400000US09,9,Connecticut,2,State,149,"Insurance trust revenue, other insurance trust revenue",2015,N,N
0400000US09,9,Connecticut,2,State,2,Total expenditure,2015,30891450,0
0400000US09,9,Connecticut,2,State,21,Total expenditure by character and object:,2015,X,X
0400000US09,9,Connecticut,2,State,211,Intergovernmental expenditure,2015,5338357,0
0400000US09,9,Connecticut,2,State,212,"Direct expenditure, total",2015,25553093,0
0400000US09,9,Connecticut,2,State,2121,Direct expenditure from current operations,2015,17162581,0
0400000US09,9,Connecticut,2,State,2122,"Direct expenditure from capital outlay, total",2015,1995795,0
0400000US09,9,Connecticut,2,State,21221,"Direct expenditure from capital outlay, construction",2015,1631975,0
0400000US09,9,Connecticut,2,State,21222,Direct expenditure from capital outlay excluding construction,2015,363820,0
0400000US09,9,Connecticut,2,State,2123,Direct expenditure from assistance and subsidies,2015,557724,0
0400000US09,9,Connecticut,2,State,2124,Direct expenditure from interest on debt,2015,1419434,0
0400000US09,9,Connecticut,2,State,2125,Direct expenditure from insurance benefits and repayments,2015,4417559,0
0400000US09,9,Connecticut,2,State,2126,Direct expenditure exhibit: Salaries and wages,2015,4583568,0
0400000US09,9,Connecticut,2,State,22,Direct expenditure by function:,2015,25553093,0
0400000US09,9,Connecticut,2,State,221,"Direct general expenditure, total",2015,20411584,0
0400000US09,9,Connecticut,2,State,2211,"Direct general expenditure, capital outlay",2015,1652826,0
0400000US09,9,Connecticut,2,State,2212,Direct general expenditure excluding capital outlay,2015,18758758,0
0400000US09,9,Connecticut,2,State,2213,Direct general expenditure from education services:,2015,X,X
0400000US09,9,Connecticut,2,State,22131,"Direct general expenditure from education, total",2015,3878167,0
0400000US09,9,Connecticut,2,State,221311,"Direct general expenditure from education, capital outlay",2015,548071,0
0400000US09,9,Connecticut,2,State,22132,"Direct general expenditure from education, higher education, total",2015,3122267,0
0400000US09,9,Connecticut,2,State,221321,"Direct general expenditure from education, higher education, capital outlay",2015,463854,0
0400000US09,9,Connecticut,2,State,22133,"Direct general expenditure from education, elementary & secondary, total",2015,7545,0
0400000US09,9,Connecticut,2,State,221331,"Direct general expenditure from education, elementary & secondary, capital outlay",2015,7545,0
0400000US09,9,Connecticut,2,State,22134,"Direct general expenditure from education, other education",2015,748355,0
0400000US09,9,Connecticut,2,State,22135,"Direct general expenditure from education, libraries",2015,16453,0
0400000US09,9,Connecticut,2,State,2214,Direct general expenditure from social services and income maintenance:,2015,X,X
0400000US09,9,Connecticut,2,State,22141,"Direct general expenditure from social services and income maintenance, public welfare, total",2015,7319436,0
0400000US09,9,Connecticut,2,State,221411,"Direct general expenditure from social services and income maintenance, public welfare, cash assistance payments",2015,200729,0
0400000US09,9,Connecticut,2,State,221412,"Direct general expenditure from social services and income maintenance, public welfare, vendor payments",2015,6066474,0
0400000US09,9,Connecticut,2,State,221419,"Direct general expenditure from social services and income maintenance, public welfare, other public welfare",2015,1052233,0
0400000US09,9,Connecticut,2,State,22142,"Direct general expenditure from social services and income maintenance, hospitals, total",2015,1383874,0
0400000US09,9,Connecticut,2,State,221421,"Direct general expenditure from social services and income maintenance, hospitals, capital outlay",2015,8589,0
0400000US09,9,Connecticut,2,State,22143,"Direct general expenditure from social services and income maintenance, health",2015,756909,0
0400000US09,9,Connecticut,2,State,22144,"Direct general expenditure from social services and income maintenance, employment security administration",2015,98823,0
0400000US09,9,Connecticut,2,State,22145,"Direct general expenditure from social services and income maintenance, veterans' services",2015,262,0
0400000US09,9,Connecticut,2,State,2215,"Direct general expenditure from transportation, total",2015,X,X
0400000US09,9,Connecticut,2,State,22151,"Direct general expenditure from transportation, highways, total",2015,1165628,0
0400000US09,9,Connecticut,2,State,221511,"Direct general expenditure from transportation, highways, capital outlay",2015,726398,0
0400000US09,9,Connecticut,2,State,22152,"Direct general expenditure from transportation, air transportation (airports)",2015,68232,0
0400000US09,9,Connecticut,2,State,22153,"Direct general expenditure from transportation, parking facilities",2015,3456,0
0400000US09,9,Connecticut,2,State,22154,"Direct general expenditure from transportation, sea and inland port facilities",2015,1717,0
0400000US09,9,Connecticut,2,State,2216,"Direct general expenditure from public safety, total",2015,X,X
0400000US09,9,Connecticut,2,State,22161,"Direct general expenditure from public safety, police protection",2015,241416,0
0400000US09,9,Connecticut,2,State,22162,"Direct general expenditure from public safety, fire protection",2015,X,X
0400000US09,9,Connecticut,2,State,22163,"Direct general expenditure from public safety, correction, total",2015,699051,0
0400000US09,9,Connecticut,2,State,221631,"Direct general expenditure from public safety, correction, capital outlay",2015,4091,0
0400000US09,9,Connecticut,2,State,22164,"Direct general expenditure from public safety, protective inspection and regulation",2015,90809,0
0400000US09,9,Connecticut,2,State,2217,"Direct general expenditure from enviroment and housing, total",2015,X,X
0400000US09,9,Connecticut,2,State,22171,"Direct general expenditure from enviroment and housing, natural resources, total",2015,197778,0
0400000US09,9,Connecticut,2,State,221711,"Direct general expenditure from enviroment and housing, natural resources, capital outlay",2015,54196,0
0400000US09,9,Connecticut,2,State,22172,"Direct general expenditure from enviroment and housing, parks and recreation, total",2015,106032,0
0400000US09,9,Connecticut,2,State,221721,"Direct general expenditure from enviroment and housing, parks and recreation, capital outlay",2015,58581,0
0400000US09,9,Connecticut,2,State,22173,"Direct general expenditure from enviroment and housing, housing and community development",2015,234717,0
0400000US09,9,Connecticut,2,State,22174,"Direct general expenditure from enviroment and housing, sewerage, total",2015,N,N
0400000US09,9,Connecticut,2,State,221741,"Direct general expenditure from enviroment and housing, sewerage, capital outlay",2015,N,N
0400000US09,9,Connecticut,2,State,22175,"Direct general expenditure from enviroment and housing, solid waste management, total",2015,108813,0
0400000US09,9,Connecticut,2,State,221751,"Direct general expenditure from enviroment and housing, solid waste management, capital outlay",2015,13223,0
0400000US09,9,Connecticut,2,State,2218,"Direct general expenditure from government administration, total",2015,X,X
0400000US09,9,Connecticut,2,State,22181,"Direct general expenditure from government administration, financial administration",2015,447984,0
0400000US09,9,Connecticut,2,State,22182,"Direct general expenditure from government administration, judicial and legal",2015,747695,0
0400000US09,9,Connecticut,2,State,22183,"Direct general expenditure from government administration, general public buildings",2015,6132,0
0400000US09,9,Connecticut,2,State,22189,"Direct general expenditure from government administration, other governmental administration",2015,185812,0
0400000US09,9,Connecticut,2,State,2219,Interest on general debt,2015,1419434,0
0400000US09,9,Connecticut,2,State,0221A,Direct general expenditure from interest on general debt,2015,X,X
0400000US09,9,Connecticut,2,State,0221A1,Miscellaneous commercial activities,2015,884,0
0400000US09,9,Connecticut,2,State,0221A9,Other and unallocable,2015,1232070,0
0400000US09,9,Connecticut,2,State,222,"Utility expenditure, total",2015,723950,0
0400000US09,9,Connecticut,2,State,2221,"Utility expenditure, capital outlay",2015,342969,0
0400000US09,9,Connecticut,2,State,2222,"Utility expenditure, water supply",2015,N,N
0400000US09,9,Connecticut,2,State,2223,"Utility expenditure, electric supply",2015,N,N
0400000US09,9,Connecticut,2,State,2224,"Utility expenditure, gas supply",2015,N,N
0400000US09,9,Connecticut,2,State,2225,"Utility expenditure, transit",2015,723950,0
0400000US09,9,Connecticut,2,State,223,Liquor store expenditure,2015,N,N
0400000US09,9,Connecticut,2,State,224,"Insurance trust expenditure, total",2015,4417559,0
0400000US09,9,Connecticut,2,State,2241,"Insurance trust expenditure, unemployment compensation",2015,746856,0
0400000US09,9,Connecticut,2,State,2242,"Insurance trust expenditure, employee retirement",2015,3642292,0
0400000US09,9,Connecticut,2,State,2243,"Insurance trust expenditure, workers' compensation",2015,28411,0
0400000US09,9,Connecticut,2,State,2249,"Insurance trust expenditure, other insurance trust",2015,N,N
0400000US09,9,Connecticut,2,State,3,"Debt outstanding, total",2015,35351526,0
